GEOID,total.x,less_10,between_10-15,between_15-20,between20-25,between_25-30,between_30-35,between_35-40,between_40-45,between_45-50,between_50-60,between_60-75,between_75-100,between_100-125,between_125-150,between_150-200,over_200,capita,ln_capita,population,total.y,black,latino,percentage.black,percentage.latino
17031680600,584,191,77,58,59,56,7,10,0,9,0,54,25,29,9,0,0,9715,9.18142636181154,1736,1736,1736,0,1,0
17031680900,1601,561,141,251,108,90,75,39,46,28,12,55,152,33,0,0,10,11733,9.370160663423624,4024,4024,3997,76,0.9932902584493042,0.018886679920477135
17031681000,1240,291,173,116,94,49,33,146,53,36,127,52,46,8,16,0,0,11461,9.346705246496699,3485,3485,3389,8,0.9724533715925394,0.0022955523672883787
17031681100,1443,381,65,122,79,53,128,107,48,63,107,79,112,31,22,26,20,14588,9.58795455192857,4616,4616,4564,15,0.988734835355286,0.0032495667244367417
17031681200,972,252,193,76,126,40,12,47,34,51,28,92,8,7,0,6,0,8739,9.075551045627543,3101,3101,3096,0,0.9983876168977749,0
17031681300,969,191,120,136,43,71,22,57,49,65,78,28,90,10,0,0,9,12792,9.45657525451379,3257,3257,3238,0,0.9941664108074916,0
17031681400,1170,333,80,126,128,65,45,40,33,53,20,156,44,25,22,0,0,11969,9.39007525287337,3391,3391,3361,0,0.991153052196992,0
17031690300,897,271,158,38,95,88,37,9,27,48,32,16,78,0,0,0,0,10816,9.288781798282745,2464,2464,2464,0,1,0
17031690400,1659,318,159,143,173,110,19,43,44,128,197,127,63,109,7,19,0,16081,9.685393729854024,4157,4157,4110,84,0.9886937695453452,0.020206879961510705
17031690500,462,91,18,39,93,38,1,0,30,12,20,0,60,33,27,0,0,16323,9.700330435154035,1464,1464,1464,0,1,0
17031690900,1896,234,177,85,89,183,188,142,79,176,180,65,225,39,12,0,22,18106,9.803998654035386,4734,4734,4674,48,0.9873257287705957,0.010139416983523447
17031691000,1143,87,55,26,118,69,140,105,61,55,108,95,111,103,10,0,0,21321,9.967447781495006,2756,2756,2630,0,0.9542815674891146,0
17031691100,1378,341,156,96,93,128,121,32,44,0,73,149,104,41,0,0,0,12254,9.4136076932856,3852,3852,3845,9,0.9981827622014537,0.002336448598130841
17031691200,1130,136,101,118,130,48,48,10,19,137,75,178,87,23,0,0,20,21886,9.993602441978389,2747,2747,2747,0,1,0
17031691300,1141,33,101,159,56,80,81,74,35,129,100,77,60,101,23,32,0,23119,10.048410069255738,2600,2600,2600,0,1,0
17031691400,1565,285,114,78,246,45,58,75,43,82,178,136,118,50,25,32,0,17687,9.780585185434793,3896,3896,3769,40,0.9674024640657084,0.01026694045174538
17031691500,853,139,54,129,107,30,42,31,63,11,130,20,43,18,32,4,0,15714,9.662307313735766,2074,2074,2002,0,0.9652844744455159,0
17031700100,1022,11,22,101,43,30,24,75,57,57,96,160,171,70,37,68,0,18419,9.821138019519102,3842,3842,2082,1442,0.5419052576782926,0.37532535137948986
17031700200,1886,90,86,96,55,120,77,107,74,75,296,214,294,201,64,37,0,16959,9.738553945343401,7024,7024,926,4839,0.13183371298405466,0.6889236902050114
17031710100,425,75,110,31,38,37,13,29,33,15,27,0,0,17,0,0,0,8312,9.025455532779063,1334,1334,1277,0,0.9572713643178411,0
17031710200,1929,482,142,198,157,51,36,81,85,107,241,163,91,50,45,0,0,12928,9.467150780760877,5837,5837,5755,54,0.9859516875107076,0.009251327736851122
17031710300,584,128,74,124,27,20,25,31,11,11,33,47,25,0,28,0,0,13637,9.520541965857834,1519,1519,1471,48,0.9684002633311389,0.031599736668861095
17031710400,2119,318,119,260,97,167,47,107,145,111,167,205,339,30,0,7,0,15655,9.658545633760506,6023,6023,5982,15,0.993192761082517,0.002490453262493774
17031710500,1704,289,169,181,96,165,88,97,55,26,84,159,90,114,57,7,27,16755,9.726452000171411,4731,4731,4731,0,1,0
17031710600,768,157,130,86,30,27,24,55,56,14,47,21,63,9,49,0,0,11860,9.380926672551716,2641,2641,2641,0,1,0
17031710700,1372,56,97,185,134,112,87,94,55,58,126,69,245,10,25,0,19,16699,9.723104116372433,4090,4090,4062,0,0.9931540342298288,0
17031710800,1866,245,185,64,22,128,194,46,181,88,137,200,205,57,26,76,12,18390,9.819562317598367,5445,5445,5402,56,0.9921028466483012,0.010284664830119375
17031710900,635,100,111,11,25,0,26,34,28,31,123,46,49,7,26,7,11,14368,9.57275879054198,2260,2260,2252,8,0.9964601769911504,0.0035398230088495575
17031711000,1258,134,73,101,91,30,108,139,73,50,67,183,117,30,48,0,14,18725,9.83761480838542,3699,3699,3603,19,0.9740470397404704,0.005136523384698567
17031711100,1079,173,134,97,79,45,14,29,74,61,108,109,89,61,0,6,0,12938,9.46792399660393,3675,3675,3658,36,0.9953741496598639,0.009795918367346938
17031711200,2052,201,125,110,210,133,39,63,89,100,155,300,198,296,33,0,0,19922,9.89957992770511,5761,5761,5714,0,0.9918416941503211,0
17031711300,669,80,108,88,11,41,11,10,14,33,55,19,107,20,25,47,0,16418,9.706133572908211,2143,2143,2017,110,0.9412039197386841,0.05132991133924405
17031711400,962,48,92,121,57,78,81,72,41,31,141,42,90,30,38,0,0,16636,9.719324300862802,2851,2851,2851,0,1,0
17031711500,915,108,106,73,44,59,109,24,32,62,90,31,45,70,0,62,0,14953,9.612667227583843,3249,3249,3249,63,1,0.019390581717451522
17031720100,1449,43,0,13,20,12,27,41,24,62,73,112,222,227,91,171,311,51587,10.851024981743453,4198,4198,1227,136,0.292282039066222,0.03239637922820391
17031720200,1648,89,0,97,23,72,39,43,158,71,72,338,174,144,105,70,153,30451,10.323874113321294,4789,4789,3069,0,0.6408435999164752,0
17031720300,1403,63,75,0,34,0,11,44,19,42,78,124,246,204,169,170,124,34698,10.454437327386273,4267,4267,1365,291,0.31989688305601127,0.0681977970471057
17031720400,973,12,11,33,44,0,10,21,44,49,26,136,248,147,117,42,33,34829,10.458205652066457,2554,2554,41,50,0.01605324980422866,0.01957713390759593
17031720500,838,4,28,29,33,0,13,27,13,77,35,68,141,90,32,175,73,45043,10.715372868055429,2283,2283,24,92,0.010512483574244415,0.04029785370127026
17031720600,656,21,0,0,19,16,0,27,34,13,62,41,57,54,53,96,163,43532,10.681251578815953,2122,2122,333,50,0.15692742695570217,0.0235626767200754
17031720700,1476,130,66,57,58,35,33,106,142,42,130,171,154,108,110,91,43,33642,10.423530565351728,3249,3249,1823,100,0.5610957217605417,0.030778701138811943
17031730100,980,71,42,53,25,128,152,16,69,19,119,115,85,76,10,0,0,17789,9.78633556772527,2715,2715,2672,0,0.9841620626151013,0
17031730300,448,47,0,78,0,42,47,14,38,0,33,56,0,41,37,15,0,18168,9.807417083785394,1404,1404,1404,0,1,0
17031730400,1478,105,102,87,72,55,106,59,49,143,91,152,121,133,129,47,27,24060,10.08830598952867,4113,4113,4044,27,0.9832239241429613,0.006564551422319475
17031730500,1663,72,34,217,120,50,258,63,122,56,106,147,150,181,49,38,0,20639,9.934937768809375,4822,4822,4787,28,0.9927416009954376,0.005806719203649938
17031730600,1262,57,84,69,112,49,29,17,53,64,85,182,330,45,57,9,20,22440,10.018600359636633,3783,3783,3721,0,0.9836108908273856,0
17031730700,707,99,20,68,33,11,28,13,35,48,174,32,99,38,9,0,0,17989,9.797515738962685,1998,1998,1998,0,1,0
17031740100,1298,58,66,28,49,62,0,54,92,36,161,132,157,125,158,85,35,34833,10.458320492295115,3198,3198,14,228,0.004377736085053158,0.07129455909943715
17031740200,2091,47,21,60,51,13,36,95,39,49,109,287,498,275,270,204,37,29931,10.306650011581617,6668,6668,141,389,0.021145770845830834,0.05833833233353329
17031740300,1738,53,54,62,69,19,23,24,33,160,131,198,357,209,140,165,41,33099,10.407258349428416,4729,4729,65,97,0.01374497779657433,0.020511736096426307
17031740400,1882,12,63,69,85,58,35,67,48,101,165,317,441,218,72,104,27,29841,10.303638565820524,4955,4955,734,421,0.14813319878910192,0.08496468213925328
17031750100,1614,210,138,90,231,76,94,48,77,32,104,206,223,49,12,24,0,17759,9.784647708654596,4403,4403,4235,135,0.9618441971383148,0.03066091301385419
17031750200,1245,127,55,26,39,49,41,51,49,74,128,85,120,169,84,74,74,34376,10.44511392545483,2967,2967,1917,85,0.6461071789686552,0.028648466464442197
17031750300,942,22,0,38,0,28,19,21,28,56,97,130,161,140,59,123,20,29723,10.299676435863896,2831,2831,461,115,0.16283998587071707,0.040621688449311195
17031750400,1249,58,30,25,31,38,60,23,6,39,90,189,169,330,109,40,12,32794,10.398000850809813,3205,3205,779,32,0.24305772230889236,0.009984399375975039
17031750500,2041,229,57,151,73,200,74,119,82,123,57,201,238,250,77,56,54,23057,10.045724689956613,5814,5814,4429,127,0.761781905744754,0.021843825249398006
17031750600,1369,139,22,234,122,91,65,41,48,16,111,109,158,76,79,37,21,19498,9.878067175189218,4137,4137,4061,0,0.9816291999033115,0
17031805402,1937,13,75,89,147,153,110,95,85,58,148,186,242,196,239,68,33,30768,10.334230467828561,5045,5045,12,231,0.0023785926660059467,0.04578790882061447
17031805502,1317,37,7,37,30,29,64,35,47,19,49,82,159,97,178,136,311,56244,10.937454647710707,3599,3599,0,53,0,0.014726312864684635
17031805600,1486,33,32,20,21,45,55,14,58,23,50,105,174,182,142,197,335,56882,10.948734225602985,4585,4585,0,138,0,0.03009814612868048
17031805702,617,8,14,0,5,39,0,6,26,12,66,40,228,37,31,26,79,37610,10.535025251464383,1723,1723,0,0,0,0
17031820300,1633,153,165,92,85,86,96,76,35,88,137,206,177,129,35,73,0,20674,9.93663215112843,4506,4506,91,2168,0.020195295162006213,0.48113626276076343
17031820400,1698,126,153,43,108,61,160,121,74,106,166,200,193,132,25,30,0,16377,9.703633190449867,5672,5672,1063,3700,0.18741184767277855,0.652327221438646
17031820502,1516,147,93,92,130,80,56,82,32,70,125,102,250,115,67,53,22,21696,9.984883190740122,4659,4659,328,539,0.0704013736853402,0.11569006224511698
17031820700,2156,76,141,69,157,172,20,109,145,179,152,293,308,134,130,23,48,27460,10.220485679321962,5764,5764,153,2158,0.0265440666204025,0.3743927827897294
17031820800,963,21,24,23,23,42,102,26,26,44,147,142,185,67,43,32,16,21252,9.964206287570834,3208,3208,19,1104,0.0059226932668329174,0.34413965087281795
17031820901,1820,162,137,105,229,45,59,168,150,43,184,199,158,131,0,35,15,17987,9.79740455372797,4974,4974,30,1046,0.006031363088057901,0.21029352633695214
17031820902,1389,63,37,79,115,28,59,54,79,63,150,180,240,105,35,84,18,19620,9.884304733119354,4990,4990,81,1818,0.01623246492985972,0.36432865731462927
17031821102,1185,19,8,75,39,37,55,113,116,56,138,192,184,57,55,41,0,19240,9.864746724219698,4064,4064,0,1002,0,0.24655511811023623
17031821200,2016,129,107,259,105,64,163,85,202,108,120,326,136,129,65,8,10,17241,9.75504554717585,6096,6096,2767,2293,0.4539041994750656,0.3761482939632546
17031821401,1399,233,8,77,131,51,65,151,104,141,54,71,154,79,62,18,0,21463,9.974085801381666,3312,3312,2674,493,0.8073671497584541,0.1488526570048309
17031821402,1257,115,0,21,50,90,32,120,63,47,104,179,240,106,32,49,9,23671,10.07200594918639,3499,3499,3039,163,0.8685338668190912,0.046584738496713345
17031821500,759,103,67,36,86,70,72,36,51,16,55,28,80,41,18,0,0,12752,9.453443401029997,2655,2655,2563,9,0.9653483992467043,0.003389830508474576
17031821600,1606,73,44,74,67,93,71,89,98,75,195,119,215,160,66,118,49,26711,10.192830744564542,4479,4479,1669,597,0.3726278187095334,0.1332886805090422
17031821700,1658,89,120,33,32,28,99,76,53,90,133,215,256,178,87,109,60,27974,10.23903078633925,4586,4586,568,261,0.12385521151330135,0.05691234191016136
17031821900,1784,73,42,160,110,67,66,65,42,44,158,196,217,227,169,96,52,28663,10.263362371409995,4990,4990,859,382,0.1721442885771543,0.07655310621242485
17031822000,1613,132,132,21,109,93,115,68,136,68,184,126,249,95,57,28,0,21443,9.973153530769231,4120,4120,0,527,0,0.1279126213592233
17031822101,1467,87,37,40,65,103,93,35,44,88,65,167,284,170,75,97,17,30485,10.324990038341916,4106,4106,62,713,0.01509985387238188,0.17364831953239163
17031822701,1911,71,279,128,84,69,57,106,72,48,184,120,392,101,124,64,12,30560,10.327447243280456,3916,3916,174,310,0.04443309499489275,0.07916241062308478
17031822702,1444,32,116,54,129,74,36,71,128,96,119,165,157,88,97,72,10,26914,10.200401876301486,3545,3545,177,464,0.04992947813822285,0.1308885754583921
17031822802,1251,35,20,51,42,121,52,30,41,33,174,165,204,73,75,65,70,28626,10.262070674744162,3482,3482,68,308,0.019529006318207927,0.08845491097070649
17031823200,1704,35,57,58,81,82,81,56,99,93,104,189,349,308,75,37,0,23900,10.081633737919603,5050,5050,446,664,0.08831683168316831,0.1314851485148515
17031823303,1548,88,55,42,59,47,162,97,92,45,161,172,231,148,60,78,11,25731,10.155451769658532,4118,4118,279,709,0.06775133559980573,0.17217095677513355
17031823304,2378,183,40,214,103,109,124,114,261,173,185,198,412,161,45,21,35,23261,10.054533417409907,5842,5842,566,1077,0.0968846285518658,0.1843546730571722
17031823400,1649,78,96,102,171,46,51,91,62,87,201,290,163,147,40,24,0,20399,9.923241159022965,4643,4643,1256,1973,0.2705147533922033,0.4249407710531984
17031823500,1486,154,27,59,60,105,107,81,87,87,68,182,232,70,24,143,0,19807,9.893790689557264,4789,4789,747,2647,0.15598245980371686,0.5527249947797035
17031825700,1369,215,48,67,95,34,114,49,89,57,186,186,137,70,18,4,0,16944,9.737669067841187,3973,3973,2534,687,0.6378051849987415,0.17291719103951675
17031825801,1483,191,68,97,99,135,81,144,89,78,72,181,135,65,20,28,0,18883,9.846017325381577,3738,3738,3421,59,0.915195291599786,0.015783841626538255
17031826401,1395,69,102,86,72,59,125,134,110,38,99,96,254,80,27,37,7,17583,9.77468780514454,4510,4510,4215,0,0.934589800443459,0
17031826500,2024,150,100,100,152,50,167,65,105,58,220,360,380,21,38,58,0,18204,9.809396629136533,6237,6237,5757,93,0.923039923039923,0.014911014911014911
