GEOID,total,less_10,between_10-15,between_15-20,between20-25,between_25-30,between_30-35,between_35-40,between_40-45,between_45-50,between_50-60,between_60-75,between_75-100,between_100-125,between_125-150,between_150-200,over_200,capita,ln_capita,population
17031081900,516,86,41,35,34,0,42,22,23,0,0,22,76,35,31,5,64,41962,10.644519725816647,1444
17031090100,1406,42,49,57,35,68,24,34,31,9,105,152,274,128,136,201,61,36832,10.514122311521609,3623
17031090200,2978,73,112,83,173,97,70,10,233,111,328,133,616,336,217,184,202,40055,10.598008788649217,6452
17031090300,608,8,0,8,10,8,7,35,10,32,42,55,110,72,60,118,33,45528,10.72608280028296,1640
17031100100,2426,94,90,53,89,171,114,80,147,96,273,400,290,168,246,49,66,28514,10.258150473713906,6291
17031100200,3103,179,111,89,202,212,97,194,149,127,239,410,288,281,159,299,67,29370,10.287729024192666,7908
17031100300,2636,122,121,211,118,98,10,90,76,68,233,282,400,291,157,199,160,35893,10.48829756939169,6990
17031100400,1309,79,36,52,10,49,45,104,13,31,68,109,236,160,72,189,56,35108,10.466184303712009,3275
17031100500,2404,14,75,120,142,68,194,40,57,46,140,194,540,290,227,215,42,29897,10.30551341989678,6810
17031100600,1978,75,104,153,58,97,112,30,98,80,113,347,223,282,69,87,50,30390,10.321868885910838,4936
17031100700,1955,39,102,49,23,159,53,124,66,59,103,366,333,226,122,84,47,31211,10.348525875764018,4887
17031110100,2048,156,25,0,117,72,115,15,125,106,306,242,268,304,112,27,58,27840,10.234229114448356,5621
17031110200,1177,68,50,101,64,84,22,19,63,17,173,100,167,146,66,27,10,25486,10.145884560772224,2993
17031110300,2048,25,139,67,129,143,91,80,38,101,126,259,387,214,154,64,31,27899,10.236346124873199,5431
17031110400,1978,142,86,133,173,58,82,101,181,21,167,112,222,140,176,143,41,26755,10.194476650745406,5035
17031120100,1664,21,34,68,21,44,57,105,57,55,40,83,316,191,159,191,222,41610,10.636095801976987,4821
17031120200,1749,42,46,15,65,58,8,21,20,40,182,219,220,173,233,201,206,43346,10.676969705748347,4762
17031120300,2446,73,111,54,30,118,21,38,54,92,71,223,300,272,261,327,401,49179,10.803221982094566,6603
17031120400,1371,119,34,73,26,91,51,102,27,82,82,174,214,112,61,88,35,25597,10.150230436100662,3847
17031130100,1851,142,276,185,59,67,114,23,24,18,214,93,210,126,103,118,79,27039,10.205035547224519,5049
17031130200,728,26,16,46,53,40,35,0,55,9,38,80,166,57,18,16,73,39922,10.594682829370829,1673
17031130300,1824,102,54,87,101,89,47,98,49,223,172,76,219,267,132,59,49,25393,10.142228824473392,5278
17031140100,1033,100,94,141,109,32,49,92,64,10,28,118,89,48,27,20,12,14641,9.591581091193483,3473
17031140200,1709,201,190,120,149,73,58,43,62,73,183,114,145,149,54,68,27,17194,9.752315764734389,6051
17031140400,2350,59,272,91,159,173,85,129,174,242,112,215,268,83,127,84,77,21024,9.953419921284338,7092
17031140500,1363,169,52,169,10,75,61,27,127,93,106,156,193,94,20,11,0,18800,9.84161214881804,3851
17031140800,2745,58,139,253,197,155,136,150,24,104,328,178,390,212,93,160,168,28727,10.265592726054727,7364
17031150200,3190,315,108,230,173,213,191,213,125,84,173,489,351,198,144,128,55,24789,10.118155285369294,8118
17031150300,2822,200,152,171,122,227,93,88,221,121,246,355,229,204,129,176,88,30411,10.322559664050509,6372
17031150600,1376,41,106,64,167,124,44,81,45,22,67,109,252,156,58,9,31,24305,10.098437369479555,3729
17031150700,1549,69,37,43,103,44,156,139,102,29,120,267,173,157,31,22,57,23550,10.066881099444563,4701
17031150800,1908,96,104,55,147,133,72,133,10,94,214,227,304,126,82,86,25,22292,10.011983148689428,5786
17031151100,1592,137,144,39,135,94,152,112,0,104,160,104,200,84,50,66,11,19221,9.863758710307131,4654
17031151200,1285,102,40,30,62,98,45,43,108,21,186,86,266,86,56,30,26,24924,10.123586473664112,3561
17031160100,1066,72,46,107,0,132,85,42,7,30,168,48,116,37,81,54,41,27208,10.211266326687031,2641
17031160200,1485,88,88,27,25,54,49,78,47,75,173,205,199,166,65,60,86,34061,10.43590831373871,3828
17031160300,1841,55,113,147,90,126,140,195,86,74,165,226,268,88,16,15,37,23770,10.07617956035424,4471
17031160400,2054,127,219,43,40,98,97,46,155,50,208,472,125,151,83,84,56,24498,10.10634676054763,5548
17031160700,2134,53,76,90,131,84,29,91,85,52,302,199,431,158,84,154,115,28060,10.242100353656452,6438
17031160800,1868,98,54,108,97,108,167,69,224,64,111,298,273,81,86,30,0,20662,9.936051543409391,5477
17031160900,1079,20,24,12,25,39,49,30,81,74,121,124,158,110,69,81,62,36010,10.49155195664292,2848
17031161000,744,54,38,11,12,27,12,11,44,43,155,104,56,11,59,33,74,36139,10.495127893591839,1800
17031161100,792,69,27,10,63,8,6,9,32,46,52,33,97,48,110,89,93,47730,10.773315409999942,2037
17031161200,1005,54,22,35,48,0,14,13,38,176,126,178,101,126,62,12,0,24649,10.112491610696615,2821
17031161300,1561,98,80,83,106,118,189,73,53,45,193,127,129,104,91,36,36,21342,9.96843224117651,4497
17031170100,1102,37,98,196,74,86,72,24,61,57,26,76,61,148,25,49,12,26195,10.17332383184232,2392
17031170200,1211,11,103,48,52,35,55,75,53,52,169,101,218,112,44,6,77,27855,10.234767762454917,3531
17031170300,1973,141,98,37,50,93,81,27,115,88,294,145,248,253,151,79,73,27577,10.224737370956664,5736
17031170400,1503,114,30,130,80,22,0,20,64,16,149,196,491,115,12,31,33,26174,10.172521830615427,4071
17031170500,2123,15,60,87,140,51,135,48,134,48,128,292,463,191,202,33,96,32625,10.392834144624995,5156
17031170600,1049,37,51,64,125,61,33,0,28,57,75,64,175,163,28,32,56,29671,10.297925416795092,2680
17031170700,1147,72,22,26,28,56,19,45,8,77,28,138,259,189,98,59,23,26962,10.20218374625101,3654
17031170800,1416,73,10,85,105,53,47,53,69,99,108,94,370,154,45,22,29,25234,10.135947570487687,4021
17031170900,646,0,10,63,61,28,54,29,0,10,157,58,106,40,0,0,30,24439,10.103935495918149,1759
17031171000,2705,187,174,139,65,153,144,91,91,237,186,361,312,108,198,197,62,26040,10.167389096322506,7163
17031171100,1399,143,0,55,71,38,51,77,41,92,173,200,197,55,135,64,7,21496,9.975622150295328,4501
17031180100,2178,155,19,137,37,44,117,109,41,112,236,299,328,220,194,130,0,23923,10.082595618260582,6745
17031190100,796,124,87,40,63,51,77,32,33,64,46,90,26,44,12,7,0,14378,9.573454539543818,2433
17031190200,1630,125,63,78,137,59,185,113,100,116,124,127,218,120,54,11,0,14385,9.573941275985648,6320
17031190300,1989,110,154,257,77,166,75,173,57,32,183,285,112,145,105,48,10,20420,9.924270091718656,5441
17031807600,2090,59,21,66,43,89,49,55,54,74,232,278,433,280,209,122,26,25570,10.149175068285233,6854
17031807800,889,0,7,58,23,59,10,93,59,22,38,157,110,69,124,46,14,27595,10.225389875873601,2714
17031807900,1282,9,16,50,23,21,31,43,54,22,151,41,88,204,100,198,231,49910,10.817976662463655,3683
17031808001,1184,16,10,19,94,31,30,25,89,84,88,125,121,169,72,61,150,39197,10.576355492237692,3412
17031808002,1592,84,41,103,56,44,64,40,36,84,125,156,240,189,54,168,108,30312,10.319298952698437,4687
17031808100,1478,64,122,83,147,73,114,79,96,33,144,103,99,126,67,68,60,30195,10.315431626742,3384
17031810000,2657,98,133,44,84,115,97,97,70,79,398,208,318,227,208,150,331,53809,10.893196018404446,4813
17031810200,2522,110,112,100,225,175,82,62,174,96,204,249,351,286,152,103,41,29103,10.278596540629394,5898
17031810301,1519,51,40,30,22,71,82,72,79,72,99,137,268,262,95,93,46,30877,10.337766849160253,4112
17031810400,1837,25,49,60,64,68,68,80,29,101,230,201,206,109,269,100,178,40302,10.60415637449492,5102
17031810501,1945,67,44,136,178,128,85,94,93,34,256,231,245,119,29,156,50,25558,10.148705658168648,5198
17031810502,1983,73,90,132,158,125,113,73,63,121,267,253,193,155,33,92,42,24582,10.109769746774926,5300
17031810600,1696,102,55,83,93,22,68,56,116,66,198,177,312,195,36,58,59,32715,10.395588967303839,4207
17031810701,1734,118,166,77,89,119,141,86,89,90,223,102,187,170,68,9,0,19244,9.864954602819344,4930
17031810702,1541,101,232,61,68,31,115,108,116,28,116,95,216,152,58,34,10,22529,10.022558647177142,4165
17031810800,1633,44,47,115,48,84,40,49,116,39,165,188,295,189,111,64,39,26061,10.16819522292803,4961
17031810900,2403,247,38,155,130,84,249,133,134,90,180,303,318,170,26,128,18,25028,10.127750477118255,5754
17031811100,2581,159,136,169,164,265,73,241,164,131,428,218,253,130,14,36,0,20750,9.940301525658844,6176
17031811500,1839,27,48,100,85,129,59,118,73,95,175,284,338,133,120,39,16,22030,10.000160439796389,5725
17031811900,1707,10,0,31,50,92,18,24,19,45,58,191,111,216,133,209,500,56987,10.95057845062929,5760
17031812100,1654,24,35,23,111,61,29,18,84,27,135,193,158,192,211,219,134,34217,10.440477875572727,5053
17031812200,1363,47,12,0,17,0,57,54,13,26,46,122,137,114,85,279,354,64218,11.07003882421243,3765
17031812500,1681,208,36,49,63,72,62,82,96,19,124,174,90,149,136,121,200,42033,10.646210303039341,4168
17031812600,1728,184,71,56,31,44,96,87,106,41,157,192,199,126,108,124,106,37187,10.523714516819444,3648
17031813000,1488,41,37,29,58,14,9,19,54,66,92,197,230,224,187,130,101,36304,10.499683207019624,4162
17031813100,2004,64,37,11,308,86,61,129,110,69,108,121,338,214,135,175,38,33150,10.408797995614009,4716
17031813400,1928,177,70,75,27,86,176,104,153,132,115,294,284,170,25,40,0,13903,9.539859923169542,8149
17031813500,1829,182,96,189,79,60,125,102,94,142,78,177,287,108,79,15,16,13369,9.500693872983122,7675
17031814200,1911,106,97,162,107,165,133,105,202,120,147,168,238,125,24,12,0,13735,9.527702598529375,7254
17031271200,455,137,24,66,0,47,13,43,0,0,30,43,10,0,23,19,0,11819,9.377463685012241,1596
17031271300,396,134,0,76,13,0,31,14,12,34,70,0,12,0,0,0,0,8624,9.06230429314878,1309
17031271400,483,123,12,25,92,50,7,44,0,0,0,33,64,16,17,0,0,15456,9.6457525564523,1275
17031271500,495,68,16,20,17,63,8,56,32,15,56,21,84,0,0,8,31,24168,10.092784723066508,1201
17031271800,159,0,0,38,14,0,32,0,0,17,36,11,11,0,0,0,0,11456,9.346268889200427,569
17031280100,2093,45,13,58,31,38,59,8,9,106,195,227,302,268,170,222,342,86687,11.370059209196285,3075
17031280400,320,67,11,0,22,0,0,12,0,11,56,28,28,49,36,0,0,24087,10.089427554852794,826
17031280800,264,36,45,36,85,0,0,16,0,0,15,8,23,0,0,0,0,12143,9.404508151053818,631
17031280900,384,217,52,8,21,12,0,0,0,0,0,42,0,32,0,0,0,8947,9.099073559547596,1124
17031281900,2720,268,170,93,17,125,30,25,77,28,254,353,452,293,234,137,164,68099,11.128717807741976,3873
17031282700,1010,227,47,70,32,32,7,94,49,0,106,135,65,114,16,16,0,20291,9.917932716967623,2460
17031282800,724,77,0,0,0,22,35,111,23,63,57,149,108,56,16,0,7,23982,10.08505882793938,1818
17031283100,1247,311,95,77,22,78,9,45,85,38,148,106,126,24,42,21,20,24734,10.115934094302002,2388
17031283200,545,78,7,42,14,14,14,0,17,15,50,44,60,109,32,24,25,36076,10.493383103285598,1135
17031283800,945,90,0,42,40,46,56,37,21,43,59,78,167,41,77,87,61,35964,10.490273717104664,2396
17031290900,1257,320,82,86,147,52,19,93,93,74,84,102,79,26,0,0,0,10730,9.280798835624744,4430
17031291200,649,202,100,105,44,63,0,17,0,60,17,17,19,5,0,0,0,5795,8.664750755773852,2645
17031291600,431,71,72,28,0,48,9,0,19,0,66,101,10,0,7,0,0,12649,9.445333439647541,1359
17031292200,993,122,137,97,69,94,46,34,89,0,131,64,37,0,12,61,0,12982,9.471319061593414,3356
17031292400,807,204,125,55,22,78,32,92,31,29,36,25,47,20,11,0,0,11822,9.377717481384314,2193
17031292500,1196,209,28,117,131,70,60,28,84,66,54,128,110,46,12,53,0,16517,9.71214543252109,3762
17031300500,732,40,36,25,70,15,25,90,106,69,125,25,77,0,16,13,0,12703,9.44959346502346,3179
17031300600,888,90,79,22,95,64,23,87,53,0,96,89,79,19,36,43,13,14934,9.611395771595648,3816
17031300700,1254,49,73,127,178,162,110,53,33,187,149,44,24,26,39,0,0,10982,9.304012847838818,4958
17031300800,1150,86,95,194,86,56,104,187,52,0,92,0,33,153,0,0,12,10707,9.27865301215827,5066
17031300900,1049,125,78,206,103,65,59,36,33,121,100,62,59,0,0,2,0,8847,9.087833697483386,4071
17031301100,727,50,73,66,83,76,64,79,23,54,55,53,20,31,0,0,0,10936,9.299815378403785,3102
17031301200,1105,107,107,173,32,32,51,74,40,150,57,75,138,19,23,18,9,15150,9.625755810937516,4228
17031301600,1206,108,88,86,135,125,216,46,12,50,90,63,128,30,11,8,10,12393,9.424887076064874,4485
17031310200,679,64,36,0,43,21,44,43,28,39,41,86,100,11,45,56,22,30380,10.321539776149764,1631
17031310300,787,39,8,53,0,112,42,35,36,20,101,57,124,70,44,12,34,31354,10.353097129628477,1906
17031310400,527,65,38,62,69,70,8,32,76,0,22,40,30,0,15,0,0,13693,9.524640032332234,1373
17031310500,514,93,56,52,21,43,28,34,81,28,0,19,12,0,19,28,0,14593,9.588297240667746,1499
17031310600,1920,326,285,97,166,210,15,196,122,90,116,93,164,19,21,0,0,12747,9.453051228782922,5277
17031310700,601,134,69,96,36,58,19,42,47,26,9,40,9,16,0,0,0,8939,9.098179005087852,2571
17031310800,1466,292,119,89,37,96,101,62,124,89,98,135,135,69,0,10,10,14192,9.56043370454936,4751
17031310900,1666,214,215,167,127,98,68,119,102,77,124,193,68,61,10,23,0,12735,9.452109387413557,5483
17031320100,4385,238,52,85,130,51,118,80,105,228,344,460,460,484,349,409,792,84586,11.345524047266652,7283
17031320400,107,0,11,0,18,0,0,0,0,0,0,0,39,5,0,0,34,29585,10.295022755110795,518
17031320600,2030,258,52,58,59,67,44,85,37,22,93,196,189,68,194,367,241,70388,11.161778073071652,3338
17031330100,6708,664,400,153,272,175,101,79,201,163,377,561,1023,620,461,770,688,64092,11.06807483012777,11494
17031330200,1835,136,132,50,32,12,51,19,55,88,158,92,144,164,116,261,325,55826,10.929994989669282,3900
17031340300,684,139,63,24,65,21,38,28,21,21,47,89,19,37,16,48,8,19337,9.869775638050593,2064
17031340400,649,72,36,45,0,80,0,17,38,32,56,53,77,63,26,42,12,22871,10.037625011465359,1975
17031340500,882,292,116,10,10,11,29,20,20,12,90,124,81,25,22,10,10,22563,10.024066675494513,1629
17031340600,371,150,89,19,34,17,0,9,20,0,24,9,0,0,0,0,0,8378,9.03336450150698,853
17031350100,1601,207,43,45,108,57,205,106,219,18,190,124,137,96,25,11,10,33903,10.43125878502826,2276
17031350400,177,55,39,33,7,17,0,20,6,0,0,0,0,0,0,0,0,4938,8.504715669905124,543
17031351000,1552,211,24,93,79,100,70,37,118,100,161,162,184,73,57,24,59,36250,10.49819466028282,2668
17031351100,1068,464,146,58,79,74,22,43,29,47,0,43,51,12,0,0,0,8964,9.100971834920818,2732
17031351400,844,320,116,95,92,7,26,15,0,15,18,44,68,23,5,0,0,12996,9.472396896788991,1726
17031351500,41,0,0,0,16,25,0,0,0,0,0,0,0,0,0,0,0,10178,9.227983807148778,101
17031360200,334,59,72,63,27,35,8,15,0,15,14,0,0,0,26,0,0,12678,9.447623486844112,819
17031380100,962,349,214,57,0,15,0,7,50,50,47,33,89,0,11,0,40,17164,9.750569446111415,2314
17031380200,1065,253,237,127,159,68,64,0,12,28,0,27,58,0,0,9,23,17560,9.773378867189107,1683
17031380500,66,0,0,0,31,9,7,0,0,0,10,0,9,0,0,0,0,10871,9.293853972204001,235
17031380700,471,65,64,89,26,0,30,13,0,0,0,126,34,9,0,15,0,15535,9.650850821827147,1354
17031381200,1155,277,90,33,61,61,127,48,32,40,102,29,83,89,18,47,18,26531,10.18606913959895,2109
17031381400,506,24,68,33,50,15,15,58,16,14,84,14,81,15,19,0,0,14140,9.556762939450564,1780
17031381500,182,0,0,60,0,0,0,0,0,0,27,0,95,0,0,0,0,21553,9.978270296979813,514
17031381700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
17031381800,438,108,37,70,59,0,0,16,9,0,8,36,50,26,0,0,19,21937,9.995929987925688,884
17031381900,621,155,96,30,0,29,9,39,35,53,0,55,29,19,50,8,14,23564,10.067475402641579,1361
17031390100,517,43,55,50,0,50,68,37,12,22,0,51,64,9,6,22,28,21893,9.993922230007335,1416
17031390200,795,62,66,64,0,0,20,39,29,20,71,101,62,101,105,55,0,32451,10.387486538298399,1854
17031390300,1361,463,201,38,183,57,50,0,29,9,95,101,40,30,20,0,45,22177,10.00681099476803,2701
17031390400,1626,425,254,69,154,39,58,106,50,0,106,146,60,80,18,29,32,20148,9.91086030686554,3249
17031390500,718,76,43,39,30,51,55,63,9,0,33,11,103,85,12,63,45,61181,11.021591962782166,1274
17031390600,915,58,33,29,53,19,154,19,89,3,40,28,72,55,77,34,152,48079,10.78060077032391,2120
17031390700,3312,434,305,165,272,137,183,234,40,126,249,367,348,87,48,74,243,45043,10.715372868055429,5256
17031400300,610,150,53,30,18,50,68,35,34,33,22,84,10,23,0,0,0,12889,9.46412951340478,1690
17031400400,604,98,100,63,69,44,61,37,0,28,10,20,0,54,0,0,20,14120,9.555347511047232,1648
17031400500,846,258,83,97,42,46,43,51,36,34,8,62,60,26,0,0,0,11778,9.373988663504516,2333
17031400800,966,389,144,83,114,58,54,38,9,25,24,19,9,0,0,0,0,7183,8.879472402074802,2462
17031410100,1114,47,123,182,50,86,52,11,17,25,125,96,156,0,66,41,37,38754,10.564989255260528,1723
17031410200,633,159,37,38,44,27,15,20,8,19,43,88,33,20,0,0,82,36036,10.492273717771331,1217
17031410500,1150,218,70,119,22,81,113,30,32,60,51,40,108,67,58,50,31,26433,10.18236850853484,2450
17031410600,1025,42,11,31,104,27,83,90,12,23,85,72,159,84,42,64,96,64464,11.073862207431128,2245
17031410700,1136,221,78,62,81,71,55,9,50,32,27,164,134,33,22,57,40,28925,10.272461552061877,2243
17031410800,1646,182,75,182,141,103,89,62,86,152,136,182,154,42,0,40,20,31819,10.367818874622333,2736
17031410900,1919,206,136,154,95,168,23,107,106,0,104,271,111,78,33,180,147,36267,10.498663515870101,4239
17031411000,2121,343,75,160,94,58,130,82,77,9,256,197,110,159,97,211,63,37460,10.53102897599808,3862
17031411100,985,134,7,28,0,29,36,53,18,29,62,107,69,22,27,177,187,62899,11.04928554431096,2245
17031411200,751,52,31,37,40,17,9,59,27,13,82,26,29,51,66,54,158,62871,11.048840287088053,1694
17031420100,765,115,199,36,58,35,61,24,32,42,22,37,41,29,0,34,0,19270,9.866304761408411,1578
17031420200,684,157,118,15,63,30,0,42,0,55,19,46,81,2,40,16,0,17066,9.744843459096531,1764
17031420300,655,59,33,61,26,105,14,31,94,0,9,25,89,29,41,28,11,23712,10.073736528095813,1740
17031420400,807,256,103,43,23,32,51,83,34,25,35,21,55,17,29,0,0,17646,9.77826440778205,1510
17031420500,1152,272,204,48,65,123,81,68,29,45,113,33,55,0,0,0,16,14578,9.587268821942159,2548
17031420600,789,202,112,32,136,55,0,21,0,2,78,81,11,29,0,30,0,13983,9.54559758504085,2161
17031420700,1160,268,50,130,89,80,73,75,83,53,39,79,30,59,0,52,0,15563,9.65265158120501,3205
17031420800,793,197,123,72,64,11,37,64,0,10,77,29,50,26,15,18,0,12008,9.393328373313297,2461
17031421200,643,146,142,31,45,11,45,39,8,31,45,29,50,10,11,0,0,13304,9.495820020872763,1669
17031430200,2526,622,346,80,195,142,247,92,118,27,196,115,104,105,0,32,105,28665,10.263432145342483,4874
17031430300,878,167,61,109,80,30,72,52,70,30,43,50,26,78,10,0,0,15133,9.624633068687027,2387
17031430400,907,223,86,26,22,25,85,42,54,8,63,103,101,32,30,7,0,14385,9.573941275985648,2841
17031430500,1809,585,176,115,215,136,97,111,55,91,99,86,18,25,0,0,0,12775,9.455245415071905,3684
17031430600,735,98,80,46,94,49,23,27,42,0,87,64,42,42,25,16,0,22041,10.000659634288388,1486
17031430700,1273,348,89,60,105,66,102,40,141,30,76,45,41,28,84,11,7,21114,9.95769160654964,2506
17031430800,838,72,72,101,84,106,85,15,37,38,63,24,62,32,30,9,8,17889,9.791941277791215,2152
17031430900,700,167,73,31,45,88,19,37,7,19,48,35,40,33,37,10,11,20474,9.926911067479717,1568
17031431200,1193,162,90,0,78,24,37,73,60,31,75,180,190,80,34,57,22,24392,10.10201048866809,3102
17031431400,3354,656,435,321,242,223,211,232,118,51,143,474,149,49,39,11,0,17050,9.743905482711662,7081
17031440300,2402,245,157,194,164,158,107,112,88,241,258,208,176,131,49,92,22,23692,10.072892717396856,5383
17031440600,965,84,28,9,9,34,32,60,25,49,55,42,139,141,56,192,10,32626,10.392864795496248,2707
17031440700,599,17,76,96,47,4,0,21,32,27,22,9,137,37,54,0,20,21049,9.954608332043842,1964
17031440800,846,138,83,130,39,76,52,27,0,62,44,49,95,8,29,0,14,17843,9.789366553431428,2104
17031440900,1164,134,47,39,54,120,94,52,58,50,109,145,152,52,58,0,0,17887,9.791829470993246,3596
17031450300,1523,281,85,122,108,36,82,46,26,49,113,251,84,156,40,30,14,23208,10.05225232580124,3529
17031460100,1493,113,116,73,229,135,167,31,92,65,251,110,90,9,0,0,12,19541,9.880270101359944,3513
17031460200,826,174,48,38,93,37,110,32,0,92,46,45,60,51,0,0,0,13066,9.477768715400696,2584
17031460400,1577,147,140,174,50,184,23,42,108,18,106,173,215,121,55,21,0,20125,9.909718102286764,4235
17031460500,2537,250,164,107,27,96,221,240,89,78,219,231,349,255,142,69,0,24975,10.125630603516754,6250
17031460600,375,105,18,50,15,12,31,13,39,36,0,18,28,0,0,10,0,10339,9.243678431586693,1248
17031460700,1115,255,195,92,75,71,90,12,51,58,57,49,89,8,0,0,13,8976,9.102309627762478,4020
17031461000,697,260,117,47,69,36,61,0,0,45,0,49,0,13,0,0,0,14113,9.554851637414007,1090
17031470100,1194,253,178,110,28,24,109,37,58,36,99,111,68,12,61,10,0,12367,9.422786913742057,4138
17031480100,940,65,19,34,24,20,65,15,70,0,80,196,226,63,16,23,24,28437,10.25544639312115,2432
17031480200,551,47,14,36,91,116,10,16,38,29,9,63,44,10,0,28,0,15120,9.623773649733524,1729
17031480300,625,31,70,21,0,41,12,55,24,52,114,93,100,9,0,0,3,19801,9.893487720457795,1743
17031480400,2541,100,121,149,130,166,25,155,65,67,366,234,239,246,172,161,145,31408,10.354817916516243,6934
17031480500,1194,267,68,28,36,29,22,86,74,76,98,121,88,104,10,39,48,21745,9.987139125031739,3593
17031490300,988,68,94,88,85,47,69,104,9,70,107,28,48,122,21,5,23,25219,10.135352957662207,2169
17031490400,478,70,45,15,38,32,0,6,11,11,57,38,98,33,24,0,0,20149,9.910909938351766,1308
17031490500,732,44,70,33,26,27,97,50,32,11,61,123,48,110,0,0,0,15946,9.67696329306244,2818
17031490600,541,29,26,6,55,16,60,30,7,50,44,59,31,84,17,13,14,21652,9.982853107916869,1750
17031490700,1016,64,42,64,120,86,54,64,20,17,106,103,190,42,0,44,0,17690,9.780754787153832,3397
17031490800,1511,187,118,99,124,138,71,63,91,7,167,115,140,106,59,26,0,19738,9.890300990731953,3969
17031491000,1506,290,102,109,147,92,38,78,147,48,152,175,78,26,24,0,0,10691,9.2771575450135,5920
17031491100,1711,82,137,86,119,104,74,91,30,121,212,197,146,97,43,83,89,21795,9.989435864672492,5416
17031491200,820,97,31,52,89,57,11,15,21,24,98,66,161,78,20,0,0,17532,9.7717830615387,2664
17031491300,1001,124,95,80,136,47,56,123,55,10,100,103,30,13,10,19,0,11934,9.387146748082028,3396
17031491400,1139,205,140,124,29,50,28,65,70,82,128,75,106,11,10,16,0,13219,9.4894104675794,3625
17031500100,1557,110,122,29,129,218,125,77,100,21,190,181,218,19,13,5,0,18832,9.843312829500057,3906
17031500200,729,202,27,92,76,0,28,62,32,22,65,54,69,0,0,0,0,11346,9.336620537886512,2185
17031500300,944,124,90,38,30,18,77,91,70,40,106,155,34,58,0,11,2,24194,10.093859947519794,1809
17031510100,1093,73,88,34,108,44,105,107,117,22,115,163,39,65,0,13,0,13596,9.517530910816006,3926
17031510200,1151,195,77,77,70,33,47,20,40,111,97,171,80,99,19,0,15,17985,9.797293356129725,3453
17031510300,2197,202,240,149,97,126,29,202,185,78,171,298,204,168,31,17,0,16161,9.690356211348643,6869
17031520100,582,100,22,45,32,90,23,32,27,9,24,38,66,21,53,0,0,13845,9.535679435605061,2021
17031520200,1172,157,68,105,145,80,32,73,65,40,85,201,25,80,8,8,0,11538,9.353401214816834,4534
17031520300,1884,122,76,241,89,119,158,133,102,194,124,203,133,120,70,0,0,13198,9.487820581943367,7050
17031520400,1514,119,98,179,93,145,21,100,11,88,127,174,148,124,75,12,0,14439,9.577688157971219,5596
17031520500,1642,109,90,104,60,103,78,58,45,83,132,326,105,98,131,96,24,25430,10.143684858416165,4715
17031520600,841,24,29,67,57,108,65,9,46,65,54,55,131,87,0,44,0,17906,9.792891131194102,2692
17031530100,814,144,84,126,18,54,27,11,18,78,52,70,63,30,0,39,0,13287,9.494541392591309,2838
17031530200,1554,351,128,63,85,77,114,95,27,57,186,88,231,38,5,9,0,11086,9.31343832997975,6045
17031530300,1577,161,69,140,73,136,87,104,11,65,268,114,143,118,55,12,21,19066,9.855661923053523,4700
17031530400,737,64,31,15,42,47,85,35,42,67,87,94,56,43,21,8,0,18514,9.826282481627157,2093
17031530600,1289,234,166,107,23,68,115,8,76,26,143,110,102,72,0,30,9,14998,9.615672137861335,4010
17031550100,2826,148,172,152,215,158,142,179,66,157,178,320,221,465,91,126,36,23203,10.052036859639367,8160
17031550200,1136,76,73,68,61,81,74,64,143,39,65,139,104,90,28,23,8,22409,10.01721794286315,2720
17031560100,293,62,9,22,19,20,0,6,0,18,38,59,6,0,22,12,0,16524,9.712569148516655,916
17031560200,888,184,94,87,68,58,37,20,0,52,56,57,81,86,8,0,0,12996,9.472396896788991,3030
17031560300,996,24,28,62,59,48,91,34,31,71,109,142,117,79,37,38,26,19508,9.878579916829944,3477
17031560400,427,0,70,0,29,15,8,26,41,0,49,33,47,36,48,0,25,22265,10.010771217755803,1516
17031560700,1221,90,53,109,28,70,87,57,77,58,95,90,159,67,102,54,25,21746,9.987185111557695,3896
17031560800,2198,46,231,69,71,161,90,129,157,98,232,195,441,84,57,82,55,24937,10.1241079233059,5720
17031560900,1939,45,129,29,99,95,47,44,26,115,135,306,315,228,188,108,30,28947,10.273221850688493,5345
17031561000,2107,200,70,108,27,45,85,84,92,111,167,194,426,175,211,90,22,27044,10.205220448210568,5710
17031561100,2051,12,138,81,62,102,60,195,43,97,136,206,460,250,139,33,37,28130,10.244591901483902,5345
17031570100,374,41,0,64,3,12,10,26,0,44,51,50,10,39,9,0,15,18277,9.813398717754442,1241
17031570200,585,0,53,40,58,43,66,0,10,0,39,111,35,33,47,50,0,22629,10.02698754852174,1775
17031570300,1477,162,27,48,69,163,98,67,98,64,208,209,134,65,44,0,21,16190,9.69214904667168,5031
17031570400,447,17,27,14,0,37,14,41,67,22,36,57,30,18,19,48,0,20616,9.933822752332201,1484
17031570500,739,39,21,57,135,72,11,99,11,30,51,84,40,20,21,27,21,14859,9.6063610212563475,2784
17031580100,885,85,33,110,47,88,90,28,52,23,47,70,92,61,59,0,0,14428,9.57692604202343,3188
17031580200,895,111,29,25,94,79,66,9,63,8,121,96,127,27,0,40,0,13284,9.494315582496638,3717
17031580300,624,9,29,27,51,65,136,21,75,30,7,55,93,6,0,20,0,10947,9.300820725104558,2943
17031580400,1263,81,173,126,100,64,59,83,31,28,108,152,100,66,71,21,0,16300,9.698920386794853,4011
